date,new_deaths,X7_day_ma_deaths,new_cases,X7_day_ma_cases,total_cases,total_deaths,oil_price,treasury_10_2_spread,avg_hourly_wages,cpi_energy,cpi_food,housing_price_index,black_ur,pce_inflation,total_population,u6,ur,real_gdp,public_debt
11/22/2021,1128,1011,145390,94218,156911,7303,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/23/2021,1552,1024,100814,94572,157015,7305,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/24/2021,1221,1018,106534,94788,157032,7306,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/25/2021,469,929,71990,88912,157144,7307,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/26/2021,558,782,81693,84347,157171,7307,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/27/2021,215,759,51811,85214,157190,7308,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/28/2021,189,761,56485,87816,157218,7308,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/29/2021,1608,830,94268,80513,157260,7308,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/30/2021,1611,838,120911,83384,157289,7308,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/1/2021,1557,886,133580,87248,157359,7309,,,31.38,59.904,16.198,44.258,7.1,5.598,332629.61,7.3,3.9,NA,NA
12/2/2021,1242,997,144108,97550,157387,7310,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/3/2021,1473,1127,151702,107552,157412,7311,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/4/2021,569,1178,67359,109773,157431,7312,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/5/2021,274,1190,55425,109621,157454,7312,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/6/2021,1255,1140,183757,122406,157499,7316,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/7/2021,1849,1174,126247,123168,157508,7317,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/8/2021,1285,1135,129999,122656,157542,7319,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/9/2021,1157,1123,137522,121715,157585,7321,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/10/2021,1825,1173,134244,119221,157603,7324,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/11/2021,493,1162,64120,118759,157611,7325,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/12/2021,303,1166,58246,119162,157633,7328,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/13/2021,1269,1168,186731,119587,157648,7328,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/14/2021,1911,1177,124560,119346,157660,7329,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/15/2021,1666,1232,146619,121720,157665,7331,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/16/2021,1105,1224,162169,125241,157725,7332,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/17/2021,1852,1228,160737,129026,157734,7332,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/18/2021,591,1242,89228,132612,157745,7333,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/19/2021,276,1238,104955,139285,157787,7335,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/20/2021,1376,1253,266479,150678,157797,7335,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/21/2021,2259,1303,207798,162569,157816,7335,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/22/2021,1554,1287,243531,176413,157841,7341,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/23/2021,1015,1274,280019,193249,157878,7346,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/24/2021,1362,1204,241106,204730,157887,7348,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/25/2021,256,1156,132212,210871,157895,7349,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/26/2021,262,1154,217453,226942,157951,7354,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/27/2021,1617,1189,466306,255489,157967,7354,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/28/2021,2182,1178,401146,283110,157998,7355,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/29/2021,1580,1182,488470,318101,158037,7356,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/30/2021,1334,1227,602317,364144,158056,7356,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/31/2021,1321,1221,466643,396363,158084,7356,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/1/2022,415,1244,300944,420468,158107,7356,,,31.56,56.601,18.089,45.336,6.9,5.935,332650.428,7.1,4,NA,NA
1/2/2022,354,1257,415532,448765,158189,7361,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/3/2022,1477,1237,909602,512093,158183,7364,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/4/2022,2810,1327,735187,559813,158205,7365,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/5/2022,1668,1339,720563,592969,158245,7367,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/6/2022,2065,1444,810163,622662,158275,7367,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/7/2022,2352,1591,862138,679161,158300,7368,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/8/2022,856,1654,444274,699637,158309,7369,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/9/2022,668,1699,490757,710383,158381,7373,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/10/2022,1956,1767,1259946,760432,158394,7373,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/11/2022,3199,1823,814320,771737,158471,7374,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/12/2022,2191,1898,863393,792141,158511,7376,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/13/2022,2146,1909,899960,804969,158602,7376,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/14/2022,2818,1976,846749,802771,158639,7376,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/15/2022,1374,2050,470875,806571,158678,7378,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/16/2022,846,2075,420606,796549,158717,7379,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/17/2022,1445,2002,966183,754583,158826,7381,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/18/2022,2633,1921,860708,761210,158974,7383,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/19/2022,2818,2011,785962,750149,159070,7386,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/20/2022,2853,2112,777068,732593,159303,7386,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/21/2022,3767,2248,777204,722658,159516,7390,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/22/2022,1232,2227,334235,703138,159548,7390,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/23/2022,935,2240,318923,688611,159649,7393,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/24/2022,2746,2426,1011552,695093,159896,7393,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/25/2022,3535,2555,499652,643513,160252,7397,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/26/2022,3101,2595,547048,609383,160692,7401,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/27/2022,2842,2594,572261,580125,161004,7403,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/28/2022,3459,2550,525369,544148,161057,7403,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/29/2022,1504,2588,223260,528295,161290,7405,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/30/2022,899,2583,160241,505626,162111,7408,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/31/2022,2649,2569,574780,443230,162926,7414,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/1/2022,4179,2661,299238,414599,163555,7417,,,31.6,56.226,20.62,NA,6.6,6.209,332717.925,7.2,3.8,NA,NA
2/2/2022,3174,2672,305737,380126,164190,7418,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/3/2022,2704,2652,351487,348587,164727,7420,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/4/2022,3358,2638,268280,311860,165358,7420,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/5/2022,1209,2596,106008,295110,165711,7425,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/6/2022,671,2563,99140,286381,166191,7432,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/7/2022,3239,2647,295476,246480,166924,7442,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/8/2022,3770,2589,197904,232004,167739,7454,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/9/2022,2970,2560,196957,216464,168550,7465,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/10/2022,2554,2538,167826,190227,169448,7477,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/11/2022,2860,2467,155337,174092,169940,7478,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/12/2022,984,2435,68761,168771,170152,7488,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/13/2022,686,2437,48987,161606,170604,7494,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/14/2022,2914,2391,174328,144300,171246,7501,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/15/2022,3017,2283,109482,131668,171422,7504,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/16/2022,2652,2238,106637,118765,171519,7513,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/17/2022,2266,2197,100738,109181,171673,7524,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/18/2022,2277,2113,103773,101815,171857,7526,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/19/2022,727,2077,41687,97947,171931,7534,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/20/2022,548,2057,32058,95529,172205,7539,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/21/2022,1080,1795,48431,77543,172441,7549,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/22/2022,3255,1829,115858,78454,172716,7569,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/23/2022,2583,1819,74361,73843,172901,7574,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/24/2022,2439,1844,74903,70153,173047,7578,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/25/2022,2320,1850,74616,65987,173084,7579,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/26/2022,545,1824,26199,63775,173146,7585,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/27/2022,326,1792,18278,61806,173395,7593,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2/28/2022,2166,1947,72055,65181,173659,7598,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/1/2022,1951,1761,42446,54694,173879,7609,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/2/2022,1742,1641,53260,51679,174073,7617,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/3/2022,1295,1477,51981,48405,174214,7619,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/4/2022,1529,1364,42925,43877,174214,7619,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/5/2022,327,1333,14736,42240,174331,7622,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/6/2022,325,1333,9124,40932,174582,7623,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/7/2022,1489,1236,55512,38569,175000,7626,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/8/2022,1699,1200,30344,36840,175353,7630,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/9/2022,1928,1227,46305,35846,175525,7636,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/10/2022,1227,1217,39611,34079,175893,7639,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/11/2022,1410,1200,36794,33203,175974,7640,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/12/2022,532,1230,12316,32858,176039,7641,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/13/2022,169,1207,9471,32907,176201,7643,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/14/2022,1317,1183,39100,30563,176409,7645,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/15/2022,1409,1141,24997,29799,176571,7646,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/16/2022,1477,1077,38401,28670,176743,7651,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/17/2022,1031,1049,33460,27791,176918,7651,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/18/2022,925,980,30311,26865,176983,7651,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/19/2022,178,929,10107,26549,177039,7652,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/20/2022,109,920,10601,26711,177093,7654,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/21/2022,745,839,38981,26694,177191,7654,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/22/2022,890,765,24952,26687,177255,7656,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/23/2022,1255,733,37222,26519,177321,7657,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/24/2022,895,713,34139,26616,177321,7657,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/25/2022,739,687,28166,26309,177321,7657,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/26/2022,146,682,9243,26186,177321,7657,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/27/2022,56,675,10596,26185,177520,7662,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/28/2022,742,674,35348,25666,177602,7663,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/29/2022,682,645,22051,25252,177658,7665,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/30/2022,1154,630,40563,25729,177716,7667,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3/31/2022,721,605,35893,25980,177747,7670,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/1/2022,NA,NA,NA,NA,177782,7670,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/1/2019,NA,NA,NA,NA,NA,NA,NA,NA,27.94,-6.807,4.688,6.565,5.8,1.891,328331.949,7.2,3.6,NA,NA
9/1/2019,NA,NA,NA,NA,NA,NA,NA,NA,28.15,-10.322,4.506,6.527,5.4,1.892,328814.479,6.9,3.5,NA,NA
12/1/2019,NA,NA,NA,NA,NA,NA,NA,NA,28.37,7.153,4.37,7.552,6,1.818,329255.444,6.8,3.6,NA,NA
2/1/2020,NA,NA,NA,NA,NA,NA,NA,NA,28.56,5.42,4.514,8.774,6,2.119,329474.136,7,3.5,NA,NA
